Strain,Label,Area_px,Area_micron,Length_px,Length_micron
ura3,ura3A,2269.379,5.6734475,127.80063,6.3900315
ura3,ura3A,1802.5703,4.50642575,95.35198,4.767599
ura3,ura3A,3410.9688,8.527422,196.4001,9.820005
ura3,ura3A,1757.8192,4.394548,132.40091,6.6200455
ura3,ura3A,2456.1016,6.140254,155.36087,7.7680435
ura3,ura3A,4636.0312,11.590078,229.98479,11.4992395
ura3,ura3A,875.25,2.188125,35.124554,1.7562277
ura3,ura3A,639.3125,1.59828125,38.83778,1.941889
ura3,ura3A,2136.3633,5.34090825,126.50692,6.325346
ura3,ura3A,1275.2988,3.188247,95.29428,4.764714
ura3,ura3A,2496.1562,6.2403905,164.78471,8.2392355
ura3,ura3A,1690.6602,4.2266505,126.1943,6.309715
ura3,ura3A,5440.703,13.6017575,326.84094,16.342047
ura3,ura3A,1804.7031,4.51175775,84.59315,4.2296575
ura3,ura3A,2138.7383,5.34684575,136.06248,6.803124
ura3,ura3A,1173.2812,2.933203,98.73702,4.936851
ura3,ura3A,3740.4219,9.35105475,216.53868,10.826934
ura3,ura3A,2599.3125,6.49828125,138.463,6.92315
ura3,ura3A,5914.4375,14.78609375,280.2231,14.011155
ura3,ura3A,2518.0625,6.29515625,145.5154,7.27577
ura3,ura3A,2159.2812,5.398203,126.75168,6.337584
ura3,ura3A,5525.7334,13.8143335,288.1406,14.40703
ura3,ura3A,1279.75,3.199375,46.238514,2.3119257
ura3,ura3A,4959.9062,12.3997655,294.0068,14.70034
ura3,ura3A,2211.9502,5.5298755,129.31357,6.4656785
ura3,ura3A,2681.6094,6.7040235,126.43575,6.3217875
ura3,ura3A,9541.121,23.8528025,526.05133,26.3025665
ura3,ura3A,5551.367,13.8784175,271.53268,13.576634
ura3,ura3A,3280.1094,8.2002735,200.50436,10.025218
ura3,ura3A,2131.625,5.3290625,125.39936,6.269968
ura3,ura3A,3895.8438,9.7396095,217.91054,10.895527
ura3,ura3A,3194.8281,7.98707025,270.00742,13.500371
ura3,ura3A,3856.3438,9.6408595,280.0714,14.00357
ura3,ura3A,1437.6875,3.59421875,68,3.4
ura3,ura3A,3639.543,9.0988575,208.71352,10.435676
ura3,ura3A,891.3135,2.22828375,56.82082,2.841041
ura3,ura3A,2338.5137,5.84628425,129.16646,6.458323
ura3,ura3A,2108.3984,5.270996,67.26812,3.363406
ura3,ura3A,2388.711,5.9717775,130.38405,6.5192025
ura3,ura3A,4846.3125,12.11578125,254.84897,12.7424485
ura3,ura3A,2764.4688,6.911172,148.60013,7.4300065
ura3,ura3A,2862.625,7.1565625,175.68437,8.7842185
ura3,ura3A,2889.2402,7.2231005,160.25185,8.0125925
ura3,ura3A,3043.5981,7.60899525,170.26157,8.5130785
ura3,ura3A,311.64062,0.77910155,23.345236,1.1672618
ura3,ura3A,2800.164,7.00041,180.94199,9.0470995
ura3,ura3A,3527.2695,8.81817375,211.62466,10.581233
ura3,ura3A,3128.8125,7.82203125,163.1104,8.15552
ura3,ura3A,1938.3817,4.84595425,78.72102,3.936051
ura3,ura3A,1911.2656,4.778164,89.157166,4.4578583
ura3,ura3A,2617.5781,6.54394525,144.73424,7.236712
ura3,ura3A,2224.2812,5.560703,110.76552,5.538276
ura3,ura3A,3202.0938,8.0052345,193.0026,9.65013
ura3,ura3A,1556.8438,3.8921095,95.524864,4.7762432
ura3,ura3A,3589.8408,8.974602,179.13683,8.9568415
ura3,ura3A,4698.922,11.747305,288.7213,14.436065
ura3,ura3A,3036.875,7.5921875,167.90474,8.395237
ura3,ura3A,3421.0625,8.55265625,261.00766,13.050383
ura3,ura3A,3480.2812,8.700703,190.06578,9.503289
ura3,ura3A,4220.1094,10.5502735,236.21178,11.810589
ura3,ura3A,3016.6172,7.541543,146.11298,7.305649
ura3,ura3A,3595.9453,8.98986325,157.62297,7.8811485
ura3,ura3A,1529.1875,3.82296875,72.12879,3.6064395
ura3,ura3A,2763.461,6.9086525,146.49174,7.324587
ura3,ura3A,2913.2969,7.28324225,157.62056,7.881028
ura3,ura3A,2814.254,7.035635,164.07315,8.2036575
ura3,ura3A,2698.8438,6.7471095,139.74261,6.9871305
ura3,ura3A,4224.4453,10.56111325,200.99751,10.0498755
ura3,ura3A,6365.1953,15.91298825,386.74667,19.3373335
ura3,ura3A,3824.5938,9.5614845,217.68095,10.8840475
ura3,ura3A,2832.375,7.0809375,155.32225,7.7661125
ura3,ura3A,1557.717,3.8942925,71.51224,3.575612
ura3,ura3A,3311.9453,8.27986325,183.60011,9.1800055
ura3,ura3A,2933.7656,7.334414,152.48607,7.6243035
ura3,ura3A,4794.2188,11.985547,283.02826,14.151413
ura3,ura3A,1366.0625,3.41515625,68.26419,3.4132095
ura3,ura3A,4648.1797,11.62044925,255.86325,12.7931625
ura3,ura3A,4600.375,11.5009375,230.532,11.5266
ura3,ura3A,4392.867,10.9821675,248.07257,12.4036285
ura3,ura3A,3041.0078,7.6025195,148.78844,7.439422
ura3,ura3A,1655.9375,4.13984375,79.81228,3.990614
ura3,ura3A,2474.378,6.185945,124.95199,6.2475995
ura3,ura3A,2672.9805,6.68245125,156.46086,7.823043
ura3,ura3A,3229.4922,8.0737305,191.68985,9.5844925
ura3,ura3A,3009,7.5225,166.43317,8.3216585
ura3,ura3A,1771.6406,4.4291015,104.7693,5.238465
ura3,ura3A,2600.2998,6.5007495,120.06665,6.0033325
ura3,ura3A,1694.1797,4.23544925,103.84604,5.192302
ura3,ura3A,2102.5938,5.2564845,132.13629,6.6068145
ura3,ura3A,4201.547,10.5038675,231.31148,11.565574
ura3,ura3A,3822.3125,9.55578125,143.56183,7.1780915
ura3,ura3A,3929.8828,9.824707,218.97945,10.9489725
ura3,ura3A,1210.8125,3.02703125,74.330345,3.71651725
ura3,ura3A,2068.8242,5.1720605,134.44777,6.7223885
ura3,ura3A,1891.3438,4.7283595,64.72032,3.236016
ura3,ura3A,3353.8477,8.38461925,177.55281,8.8776405
ura3,ura3A,3229.0469,8.07261725,184.08965,9.2044825
ura3,ura3A,3547.8281,8.86957025,205.20477,10.2602385
ura3,ura3A,5971.2715,14.92817875,328.9073,16.445365
ura3,ura3A,1533.8281,3.83457025,110.16805,5.5084025
ura3,ura3A,1742.5312,4.356328,90.24411,4.5122055
ura3,ura3A,4025.0742,10.0626855,220.23851,11.0119255
ura3,ura3A,1861.0312,4.652578,109.29318,5.464659
ura3,ura3A,1775.4531,4.43863275,97.62172,4.881086
ura3,ura3A,2333.1055,5.83276375,155.13947,7.7569735
ura3,ura3A,3447.4688,8.618672,222.15671,11.1078355
ura3,ura3A,3258.6797,8.14669925,182.10162,9.105081
ura3,ura3A,2232.3125,5.58078125,137.05838,6.852919
ura3,ura3A,3680.7969,9.20199225,157.03503,7.8517515
ura3,ura3A,885.25,2.213125,56.11959,2.8059795
ura3,ura3A,2345.6328,5.864082,165.1294,8.25647
ura3,ura3A,2071.0078,5.1775195,133.5365,6.676825
ura3,ura3A,3449.8057,8.62451425,201.08583,10.0542915
ura3,ura3A,6279.4375,15.69859375,347.85773,17.3928865
ura3,ura3A,2389.6406,5.9741015,133.50656,6.675328
ura3,ura3A,3332.8828,8.332207,137.13132,6.856566
ura3,ura3A,4194.961,10.4874025,236.34932,11.817466
ura3,ura3A,4669.9844,11.674961,257.7014,12.88507
ura3,ura3A,2987.6562,7.4691405,165.07574,8.253787
ura3,ura3A,2921.8438,7.3046095,152.74161,7.6370805
ura3,ura3A,2574.7812,6.436953,134.61798,6.730899
ura3,ura3A,2466.375,6.1659375,156.237,7.81185
ura3,ura3A,3919.0938,9.7977345,244.9653,12.248265
ura3,ura3A,4903,12.2575,311.1302,15.55651
ura3,ura3A,1859.6641,4.64916025,108.36073,5.4180365
ura3,ura3A,3477.957,8.6948925,188.93915,9.4469575
ura3,ura3A,5610.0938,14.0252345,339.20642,16.960321
ura3,ura3A,3338.4219,8.34605475,198.91959,9.9459795
ura3,ura3A,6284.0547,15.71013675,286.81876,14.340938
ura3,ura3A,8138.328,20.34582,259.30676,12.965338
ura3,ura3A,7221.8613,18.05465325,338.68127,16.9340635
ura3,ura3A,3189.0352,7.972588,167.37085,8.3685425
ura3,ura3A,3261.6094,8.1540235,179.201,8.96005
ura3,ura3A,2995.6777,7.48919425,184.01086,9.200543
ura3,ura3A,2361.4375,5.90359375,136.31215,6.8156075
ura3,ura3A,1552.3125,3.88078125,84.38009,4.2190045
ura3,ura3A,4277.789,10.6944725,265.64825,13.2824125
ura3,ura3A,2703.6562,6.7591405,135.63554,6.781777
ura3,ura3A,7991.9775,19.97994375,377.64136,18.882068
ura3,ura3A,4285.922,10.714805,149.64291,7.4821455
ura3,ura3A,3700.4688,9.251172,206.88644,10.344322
ura3,ura3A,4385.3438,10.9633595,286.9373,14.346865
ura3,ura3A,4392.8906,10.9822265,211.81123,10.5905615
ura3,ura3A,1039.3906,2.5984765,44.102154,2.2051077
ura3,ura3A,1637.0312,4.092578,81.908485,4.09542425
ura3,ura3A,1619.9258,4.0498145,71.6177,3.580885
ura3,ura3A,2768.7188,6.921797,170.88008,8.544004
ura3,ura3A,3117.3223,7.79330575,167.57925,8.3789625
ura3,ura3A,4606.4844,11.516211,262.83725,13.1418625
ura3,ura3A,2427.4697,6.06867425,104.62313,5.2311565
ura3,ura3A,4713.7656,11.784414,261.45172,13.072586
ura3,ura3A,4105.25,10.263125,254.88037,12.7440185
ura3,ura3A,5241.7656,13.104414,289.03287,14.4516435
ura3,ura3A,4143.7363,10.35934075,211.28653,10.5643265
ura3,ura3A,2780.461,6.9511525,143.09787,7.1548935
ura3,ura3A,3054.2031,7.63550775,166.67633,8.3338165
ura3,ura3A,2409.582,6.023955,137.05838,6.852919
ura3,ura3A,2501.5625,6.25390625,131.46863,6.5734315
ura3,ura3A,3618.75,9.046875,204.6265,10.231325
ura3,ura3A,4492.7266,11.2318165,250.74908,12.537454
ura3,ura3A,3080.875,7.7021875,148.86235,7.4431175
ura3,ura3A,2790.6328,6.976582,160.01562,8.000781
ura3,ura3A,2353.7031,5.88425775,130.24593,6.5122965
ura3,ura3A,3233.0938,8.0827345,201.43486,10.071743
ura3,ura3A,2935.454,7.338635,190.26122,9.513061
ura3,ura3A,2635,6.5875,122.23732,6.111866
ura3,ura3A,1611.875,4.0296875,76.941536,3.8470768
ura3,ura3A,6022.0234,15.0550585,342.28644,17.114322
ura3,ura3A,2006.3789,5.01594725,100.71743,5.0358715
ura3,ura3A,1340.0879,3.35021975,96.17692,4.808846
ura3,ura3A,5667.242,14.168105,338.60007,16.9300035
ura3,ura3A,2526.3281,6.31582025,158.26875,7.9134375
ura3,ura3A,2225.9062,5.5647655,113.81125,5.6905625
ura3,ura3A,2830.8984,7.077246,171.08185,8.5540925
ura3,ura3A,2060.6875,5.15171875,123.89108,6.194554
ura3,ura3A,2407.6016,6.019004,179.40178,8.970089
ura3,ura3A,3102.375,7.7559375,123.6487,6.182435
ura3,ura3A,2083.4375,5.20859375,151.17267,7.5586335
ura3,ura3A,3757.1875,9.39296875,226.92068,11.346034
ura3,ura3A,4006.664,10.01666,231.53401,11.5767005
ura3,ura3A,3573.004,8.93251,139.70326,6.985163
ura3,ura3A,1967.2812,4.918203,87.46428,4.373214
ura3,ura3A,3487.0625,8.71765625,213.77559,10.6887795
ura3,ura3A,5719.0312,14.297578,336.38074,16.819037
ura3,ura3A,2605.3125,6.51328125,147.13939,7.3569695
ura3,ura3A,1991.25,4.978125,119.1008,5.95504
ura3,ura3A,1863.5625,4.65890625,96.88137,4.8440685
ura3,ura3A,2262.875,5.6571875,146.4138,7.32069
ura3,ura3A,2731.7188,6.829297,139.35925,6.9679625
ura3,ura3A,3920.4355,9.80108875,216.08331,10.8041655
ura3,ura3A,3814.8047,9.53701175,183.0683,9.153415
ura3,ura3A,1755.0039,4.38750975,102.59105,5.1295525
ura3,ura3A,4145.3555,10.36338875,252.22983,12.6114915
ura3,ura3A,3898.0488,9.745122,277.832,13.8916
ura3,ura3A,1699.5,4.24875,124.50843,6.2254215
ura3,ura3A,1577.7148,3.944287,110.34878,5.517439
ura3,ura3A,3859.8984,9.649746,221.35266,11.067633
ura3,ura3A,3365.3047,8.41326175,147.64822,7.382411
ura3,ura3A,4300.4062,10.7510155,168.34488,8.417244
ura3,ura3A,4687.6562,11.7191405,219.18486,10.959243
ura3,ura3A,2211.6094,5.5290235,122,6.1
ura3,ura3A,2438.125,6.0953125,112.17843,5.6089215
ura3,ura3A,5989.5234,14.9738085,322.4066,16.12033
ura3,ura3A,4246.4375,10.61609375,214.97209,10.7486045
ura3,ura3A,4556.4688,11.391172,263.15396,13.157698
ura3,ura3A,5156.5,12.89125,284.11264,14.205632
ura3,ura3A,2036.9375,5.09234375,127.27922,6.363961
ura3,ura3A,2983.4922,7.4587305,114.28473,5.7142365
ura3,ura3A,4536.9575,11.34239375,253.87674,12.693837
ura3,ura3A,2868.0742,7.1701855,107.16809,5.3584045
ura3,ura3A,1948.1406,4.8703515,68.42514,3.421257
ura3,ura3A,3326.125,8.3153125,202.8916,10.14458
ura3,ura3A,2223.5977,5.55899425,147.085,7.35425
ura3,ura3A,9514.609,23.7865225,431.62253,21.5811265
ura3,ura3A,2409.2734,6.0231835,103.08631,5.1543155
ura3,ura3A,5527.3125,13.81828125,305.98367,15.2991835
ura3,ura3A,3579.1562,8.9478905,183.0683,9.153415
ura3,ura3A,4142.672,10.35668,207.6969,10.384845
ura3,ura3A,5781.7188,14.454297,280.3177,14.015885
ura3,ura3A,3433.2344,8.583086,163.37074,8.168537
ura3,ura3A,2501,6.2525,140.94325,7.0471625
ura3,ura3A,3267.3281,8.16832025,138.463,6.92315
ura3,ura3A,3075.1367,7.68784175,159.69975,7.9849875
ura3,ura3A,4850.147,12.1253675,297.41782,14.870891
ura3,ura3A,3867.041,9.6676025,219.78215,10.9891075
ura3,ura3A,4484.8154,11.2120385,247.5434,12.37717
ura3,ura3A,3025.166,7.562915,170.13823,8.5069115
ura3,ura3A,2593.4844,6.483711,130.92966,6.546483
ura3,ura3B,1853.8965,4.63474125,108.55874,5.427937
ura3,ura3B,2235.9297,5.58982425,109.42671,5.4713355
ura3,ura3B,1412.1758,3.5304395,52.89098,2.644549
ura3,ura3B,3285.9219,8.21480475,93.6394,4.68197
ura3,ura3B,3880.6562,9.7016405,200.31691,10.0158455
ura3,ura3B,3781.0625,9.45265625,188.6087,9.430435
ura3,ura3B,2315.2227,5.78805675,89.498604,4.4749302
ura3,ura3B,1680.6875,4.20171875,49.40648,2.470324
ura3,ura3B,4872.7246,12.1818115,266.5877,13.329385
ura3,ura3B,1813.5938,4.5339845,83.17546,4.158773
ura3,ura3B,2670.5,6.67625,97.73008,4.886504
ura3,ura3B,3555.2344,8.888086,162.87419,8.1437095
ura3,ura3B,1790.9658,4.4774145,110.16351,5.5081755
ura3,ura3B,2866.9688,7.167422,75,3.75
ura3,ura3B,446,1.115,42.201897,2.11009485
ura3,ura3B,3730.664,9.32666,123.23607,6.1618035
ura3,ura3B,6117.676,15.29419,361.66837,18.0834185
ura3,ura3B,5084.2188,12.710547,215.07674,10.753837
ura3,ura3B,3420.3877,8.55096925,183.95529,9.1977645
ura3,ura3B,3735.4453,9.33861325,176.98022,8.849011
ura3,ura3B,4026.2344,10.065586,166.22955,8.3114775
ura3,ura3B,3953.246,9.883115,187.25652,9.362826
ura3,ura3B,3216.789,8.0419725,89.02247,4.4511235
ura3,ura3B,1679.1484,4.197871,120.4201,6.021005
ura3,ura3B,3518.2031,8.79550775,194.24983,9.7124915
ura3,ura3B,1934.9766,4.8374415,137.43726,6.871863
ura3,ura3B,2103.6562,5.2591405,109.65856,5.482928
ura3,ura3B,0.25,0.000625,1.4142135,0.070710675
ura3,ura3B,5991.3438,14.9783595,229.96086,11.498043
ura3,ura3B,5510.707,13.7767675,288.99826,14.449913
ura3,ura3B,2470.0234,6.1750585,95.90099,4.7950495
ura3,ura3B,1318.9062,3.2972655,49.47727,2.4738635
ura3,ura3B,4717.3438,11.7933595,247.55202,12.377601
ura3,ura3B,3644.4062,9.1110155,158.27357,7.9136785
ura3,ura3B,1697.125,4.2428125,98.09557,4.9047785
ura3,ura3B,3328.6094,8.3215235,182.98088,9.149044
ura3,ura3B,5706.125,14.2653125,255.48581,12.7742905
ura3,ura3B,3451.25,8.628125,163.04907,8.1524535
ura3,ura3B,1110.3286,2.7758215,44.407207,2.22036035
ura3,ura3B,2727.0596,6.817649,174.97714,8.748857
ura3,ura3B,524.82324,1.3120581,32.649654,1.6324827
ura3,ura3B,3660.7422,9.1518555,164.80595,8.2402975
ura3,ura3B,2766.875,6.9171875,158.8364,7.94182
ura3,ura3B,3786.7344,9.466836,166.57716,8.328858
ura3,ura3B,3029.4062,7.5735155,157.08803,7.8544015
ura3,ura3B,1271.3438,3.1783595,72.11102,3.605551
ura3,ura3B,2516.2188,6.290547,92.32794,4.616397
ura3,ura3B,3019.125,7.5478125,177.05367,8.8526835
ura3,ura3B,2354.5156,5.886289,97.082436,4.8541218
ura3,ura3B,2447.3594,6.1183985,102.47439,5.1237195
ura3,ura3B,2308,5.77,128.22246,6.411123
ura3,ura3B,2433.3125,6.08328125,97.66984,4.883492
ura3,ura3B,3081.9258,7.7048145,149.6262,7.48131
ura3,ura3B,2037.4062,5.0935155,102.41582,5.120791
ura3,ura3B,3789.9531,9.47488275,190.4127,9.520635
ura3,ura3B,583.53125,1.458828125,36.40055,1.8200275
ura3,ura3B,4267.547,10.6688675,212.98122,10.649061
ura3,ura3B,2157.3203,5.39330075,119.22555,5.9612775
ura3,ura3B,2975.0234,7.4375585,161.21033,8.0605165
ura3,ura3B,5492.875,13.7321875,252.29912,12.614956
ura3,ura3B,2184.1953,5.46048825,126.31706,6.315853
ura3,ura3B,2365.2188,5.913047,141.67569,7.0837845
ura3,ura3B,3477.3008,8.693252,182.05374,9.102687
ura3,ura3B,2821.75,7.054375,142.555,7.12775
ura3,ura3B,3871.211,9.6780275,205.52615,10.2763075
ura3,ura3B,2987.625,7.4690625,150.01334,7.500667
ura3,ura3B,2382.1992,5.955498,120.33287,6.0166435
ura3,ura3B,2930.6172,7.326543,168.40428,8.420214
ura3,ura3B,3321.2031,8.30300775,152.89867,7.6449335
ura3,ura3B,3265.3438,8.1633595,226.43321,11.3216605
ura3,ura3B,3773.2812,9.433203,190.05789,9.5028945
ura3,ura3B,2613.625,6.5340625,147.89862,7.394931
ura3,ura3B,3194.7969,7.98699225,186.30083,9.3150415
ura3,ura3B,3695.8438,9.2396095,172.7339,8.636695
ura3,ura3B,4057.2188,10.143047,196.54262,9.827131
ura3,ura3B,4230.922,10.577305,188.28171,9.4140855
ura3,ura3B,3666.834,9.167085,193.14502,9.657251
ura3,ura3B,7938.672,19.84668,394.03174,19.701587
ura3,ura3B,2944.0469,7.36011725,139.84462,6.992231
ura3,ura3B,2564.3086,6.4107715,119.181015,5.95905075
ura3,ura3B,2119.8643,5.29966075,110,5.5
ura3,ura3B,3935.1406,9.8378515,205.10486,10.255243
ura3,ura3B,288.53516,0.7213379,33.970577,1.69852885
ura3,ura3B,1936.875,4.8421875,122.494896,6.1247448
ura3,ura3B,2744.8672,6.862168,94.60371,4.7301855
ura3,ura3B,2307.9766,5.7699415,96.973785,4.84868925
ura3,ura3B,1345.2051,3.36301275,58.249462,2.9124731
ura3,ura3B,2034.6289,5.08657225,83.761566,4.1880783
ura3,ura3B,3612.8047,9.03201175,166.2077,8.310385
ura3,ura3B,1933.375,4.8334375,110.67972,5.533986
ura3,ura3B,2613.2656,6.533164,154.46683,7.7233415
ura3,ura3B,5229.84,13.0746,221.68608,11.084304
ura3,ura3B,2077.4844,5.193711,103.15259,5.1576295
ura3,ura3B,1019.4375,2.54859375,43.011627,2.15058135
ura3,ura3B,2582.4102,6.4560255,131.24405,6.5622025
ura3,ura3B,1724.6582,4.3116455,90.21086,4.510543
ura3,ura3B,3479.5547,8.69888675,147.60567,7.3802835
ura3,ura3B,6254.5,15.63625,284.18478,14.209239
ura3,ura3B,2884.2236,7.210559,139.17615,6.9588075
ura3,ura3B,3158.2598,7.8956495,164.40195,8.2200975
ura3,ura3B,4151.5625,10.37890625,220.7306,11.03653
ura3,ura3B,601.0078,1.5025195,55.31727,2.7658635
ura3,ura3B,3784.5781,9.46144525,157.95253,7.8976265
ura3,ura3B,1256.3516,3.140879,43.841553,2.19207765
ura3,ura3B,1052.7754,2.6319385,83.761566,4.1880783
ura3,ura3B,2650.9375,6.62734375,121.313644,6.0656822
ura3,ura3B,1368.8594,3.4221485,102.30347,5.1151735
ura3,ura3B,4470.828,11.17707,173.03023,8.6515115
ura3,ura3B,2021.3438,5.0533595,106.37419,5.3187095
ura3,ura3B,2611.625,6.5290625,150.8648,7.54324
ura3,ura3B,4380.914,10.952285,244.16797,12.2083985
ura3,ura3B,4733.4297,11.83357425,255.2534,12.76267
ura3,ura3B,2448.8867,6.12221675,100.22475,5.0112375
ura3,ura3B,2388.4688,5.971172,142.00352,7.100176
ura3,ura3B,1655.0781,4.13769525,85.42833,4.2714165
ura3,ura3B,3764.1562,9.4103905,161.77516,8.088758
ura3,ura3B,3051.3281,7.62832025,161.33505,8.0667525
ura3,ura3B,1201.832,3.00458,74.88658,3.744329
ura3,ura3B,1888.3398,4.7208495,78.77182,3.938591
ura3,ura3B,3219.2188,8.048047,170.41713,8.5208565
ura3,ura3B,1820.4609,4.55115225,149.57607,7.4788035
ura3,ura3B,1602.4531,4.00613275,98.40732,4.920366
ura3,ura3B,3832.4844,9.581211,195.13329,9.7566645
ura3,ura3B,2055.8047,5.13951175,94.81754,4.740877
ura3,ura3B,3279.6836,8.199209,182.72658,9.136329
ura3,ura3B,3109.375,7.7734375,92.43917,4.6219585
ura3,ura3B,3076.5,7.69125,120.22063,6.0110315
ura3,ura3B,1980.4688,4.951172,172.66151,8.6330755
ura3,ura3B,2700.2969,6.75074225,116.284134,5.8142067
ura3,ura3B,3146.6562,7.8666405,144.93102,7.246551
ura3,ura3B,4227.5625,10.56890625,216.00462,10.800231
ura3,ura3B,1971.6562,4.9291405,71.14768,3.557384
ura3,ura3B,4541.172,11.35293,108.18965,5.4094825
ura3,ura3B,4134.6016,10.336504,196.86543,9.8432715
ura3,ura3B,2576.3281,6.44082025,132.28,6.614
ura3,ura3B,1935.0703,4.83767575,132.90974,6.645487
ura3,ura3B,1884.7422,4.7118555,138.70833,6.9354165
ura3,ura3B,685.11523,1.712788075,42.921455,2.14607275
ura3,ura3B,3357.3555,8.39338875,161.70445,8.0852225
ura3,ura3B,1705.1562,4.2628905,76.227715,3.81138575
ura3,ura3B,2619.5312,6.548828,146.24353,7.3121765
ura3,ura3B,4110.328,10.27582,91.04944,4.552472
ura3,ura3B,2595.9453,6.48986325,127.01575,6.3507875
ura3,ura3B,2262.9062,5.6572655,106.04244,5.302122
ura3,ura3B,2446.3164,6.115791,204.62894,10.231447
ura3,ura3B,4268.3438,10.6708595,223.66046,11.183023
ura3,ura3B,4982.3438,12.4558595,232.26064,11.613032
ura3,ura3B,2476.7344,6.191836,82.78053,4.1390265
ura3,ura3B,1587.8828,3.969707,95.01715,4.7508575
ura3,ura3B,4592.961,11.4824025,200.45778,10.022889
ura3,ura3B,3588.2344,8.970586,200.68384,10.034192
ura3,ura3B,1949.4062,4.8735155,150.41609,7.5208045
ura3,ura3B,2782.248,6.95562,168.66832,8.433416
ura3,ura3B,2949.7578,7.3743945,195.48914,9.774457
ura3,ura3B,3065.2344,7.663086,121.21056,6.060528
ura3,ura3B,3653.4414,9.1336035,168.0476,8.40238
ura3,ura3B,3439.5625,8.59890625,152.55164,7.627582
ura3,ura3B,4240.3125,10.60078125,98.23441,4.9117205
ura3,ura3B,2602.4375,6.50609375,152.01315,7.6006575
ura3,ura3B,1427.8984,3.569746,153.80832,7.690416
ura3,ura3B,4109.922,10.274805,211.22737,10.5613685
ura3,ura3B,841.60156,2.1040039,34.345486,1.7172743
ura3,ura3B,4152.1133,10.38028325,207.56845,10.3784225
ura3,ura3B,1820.8984,4.552246,92.17918,4.608959
ura3,ura3B,3309.8906,8.2747265,130.72873,6.5364365
ura3,ura3B,3277.4375,8.19359375,161.31956,8.065978
ura3,ura3B,6043.8926,15.1097315,286.52573,14.3262865
ura3,ura3B,3521.0781,8.80269525,168.60011,8.4300055
ura3,ura3B,2148.7427,5.37185675,117.51595,5.8757975
ura3,ura3B,4903.414,12.258535,302.95215,15.1476075
ura3,ura3B,2158.3594,5.3958985,105.81588,5.290794
ura3,ura3B,3833.1953,9.58298825,160.75136,8.037568
ura3,ura3B,3820.9062,9.5522655,148.22281,7.4111405
ura3,ura3B,844.03125,2.110078125,54.945545,2.74727725
ura3,ura3B,3545.8008,8.864502,133.2066,6.66033
ura3,ura3B,224.05469,0.560136725,21.84033,1.0920165
ura3,ura3B,5024.375,12.5609375,236.7636,11.83818
ura3,ura3B,3613.4688,9.033672,133.05638,6.652819
ura3,ura3B,3085.6875,7.71421875,152.01811,7.6009055
ura3,ura3B,4368.2734,10.9206835,249.2268,12.46134
ura3,ura3B,3546.1875,8.86546875,173.40416,8.670208
ura3,ura3C,3249.3281,8.12332025,220.32703,11.0163515
ura3,ura3C,2952.1406,7.3803515,126.81088,6.340544
ura3,ura3C,2567.336,6.41834,132.90974,6.645487
ura3,ura3C,3159.1406,7.8978515,191.65073,9.5825365
ura3,ura3C,1666.9531,4.16738275,68.307556,3.4153778
ura3,ura3C,3964.1206,9.9103015,197.73215,9.8866075
ura3,ura3C,1552.6328,3.881582,63.953106,3.1976553
ura3,ura3C,3596.4844,8.991211,161.60356,8.080178
ura3,ura3C,4306.9688,10.767422,182.57054,9.128527
ura3,ura3C,1989.707,4.9742675,130.11533,6.5057665
ura3,ura3C,5588.4062,13.9710155,268.628,13.4314
ura3,ura3C,4131.047,10.3276175,214.08409,10.7042045
ura3,ura3C,2930.8125,7.32703125,147.13939,7.3569695
